text,book
برآمد خروشیدن نای و کوس,siavash
سیاوش به اسپی دگر برنشست,siavash
بیانداخت آن گوی خسرو به دست,siavash
ازان پس به چوگان برو کار کرد,siavash
چنان شد که با ماه دیدار کرد,siavash
ز چوگان او گوی شد ناپدید,siavash
تو گفتی سپهرش همی برکشید,siavash
ازان گوی خندان شد افراسیاب,siavash
سر نامداران برآمد ز خواب,siavash
به آواز گفتند هرگز سوار,siavash
ندیدیم بر زین چنین نامدار,siavash
ز میدان به یکسو نهادند گاه,siavash
بیامد نشست از برگاه شاه,siavash
سیاووش بنشست با او به تخت,siavash
به دیدار او شاد شد شاه سخت,siavash
به لشگر چنین گفت پس نامجوی,siavash
که میدان شما را و چوگان و گوی,siavash
همی ساختند آن دو لشکر نبرد,siavash
برآمد همی تا به خورشید گرد,siavash
چو ترکان به تندی بیاراستند,siavash
همی بردن گوی را خواستند,siavash
ربودند ایرانیان گوی پیش,siavash
بماندند ترکان ز کردار خویش,siavash
سیاووش غمی گشت ز ایرانیان,siavash
سخن گفت بر پهلوانی زبان,siavash
که میدان بازیست گر کارزار,siavash
برین گردش و بخشش روزگار,siavash
چو میدان سرآید بتابید روی,siavash
بدیشان سپارید یک‌بار گوی,siavash
سواران عنانها کشیدند نرم,siavash
نکردند زان پس کسی اسپ گرم,siavash
یکی گوی ترکان بینداختند,siavash
به کردار آتش همی تاختند,siavash
سپهبد چو آواز ترکان شنود,siavash
بدانست کان پهلوانی چه بود,siavash
چنین گفت پس شاه توران سپاه,siavash
که گفتست با من یکی نیک‌خواه,siavash
که او را ز گیتی کسی نیست جفت,siavash
به تیر و کمان چون گشاید دو سفت,siavash
سیاوش چو گفتار مهتر شنید,siavash
ز قربان کمان کی برکشید,siavash
سپهبد کمان خواست تا بنگرد,siavash
یکی برگراید که فرمان برد,siavash
کمان را نگه کرد و خیره بماند,siavash
بسی آفرین کیانی بخواند,siavash
به گرسیوز تیغ زن داد مه,siavash
که خانه بمال و در آور به زه,siavash
بکوشید تا بر زه آرد کمان,siavash
نیامد برو خیره شد بدگمان,siavash
ازو شاه بستد به زانو نشست,siavash
بمالید خانه کمان را به دست,siavash
به زه کرد و خندان چنین گفت شاه,siavash
که اینت کمانی چو باید به راه,siavash
مرا نیز گاه جوانی کمان,siavash
چنین بود و اکنون دگر شد زمان,siavash
به توران و ایران کس این را به چنگ,siavash
نیارد گرفتن به هنگام جنگ,siavash
بر و یال و کتف سیاوش جزین,siavash
نخواهد کمان نیز بر دشت کین,siavash
نشانی نهادند بر اسپریس,siavash
سیاوش نکرد ایچ با کس مکیس,siavash
نشست از بر بادپایی چو دیو,siavash
برافشارد ران و برآمد غریو,siavash
یکی تیر زد بر میان نشان,siavash
نهاده بدو چشم گردنکشان,siavash
خدنگی دگر باره با چارپر,siavash
بینداخت از باد و بگشاد پر,siavash
نشانه دوباره به یک تاختن,siavash
مغربل بکرد اندر انداختن,siavash
عنان را بپیچید بر دست راست,siavash
بزد بار دیگر بران سو که خواست,siavash
کمان را به زه بر بباز و فگند,siavash
بیامد بر شهریار بلند,siavash
فرود آمد و شاه برپای خاست,siavash
برو آفرین ز آفریننده خواست,siavash
وزان جایگه سوی کاخ بلند,siavash
برفتند شادان دل و ارجمند,siavash
نشستند خوان و می آراستند,siavash
کسی کاو سزا بود بنشاستند,siavash
میی چند خوردند و گشتند شاد,siavash
به نام سیاووش کردند یاد,siavash
بخوان بر یکی خلعت آراست شاه,siavash
از اسپ و ستام و ز تخت و کلاه,siavash
همان دست زر جامهٔ نابرید,siavash
که اندر جهان پیش ازان کس ندید,siavash
ز دینار وز بدرهای درم,siavash
ز یاقوت و پیروزه و بیش و کم,siavash
پرستار بسیار و چندی غلام,siavash
یکی پر ز یاقوت رخشنده جام,siavash
بفرمود تا خواسته بشمرند,siavash
همه سوی کاخ سیاوش برند,siavash
ز هر کش به توران زمین خویش بود,siavash
ورا مهربانی برو بیش بود,siavash
به خویشان چنین گفت کاو را همه,siavash
شما خیل باشید هم چون رمه,siavash
بدان شاهزاده چنین گفت شاه,siavash
که یک روز با من به نخچیرگاه,siavash
گر آیی که دل شاد و خرم کنیم,siavash
روان را به نخچیر بی‌غم کنیم,siavash
بدو گفت هرگه که رای آیدت,siavash
بران سو که دل رهنمای آیدت,siavash
برفتند روزی به نخچیرگاه,siavash
همی رفت با یوز و با باز شاه,siavash
سپاهی ز هرگونه با او برفت,siavash
از ایران و توران بنخچیر تفت,siavash
سیاوش به دشت اندرون گور دید,siavash
چو باد از میان سپه بردمید,siavash
سبک شد عنان و گران شد رکیب,siavash
همی تاخت اندر فراز و نشیب,siavash
یکی را به شمشیر زد بدو نیم,siavash
دو دستش ترازو بد و گور سیم,siavash
به یک جو ز دیگر گرانتر نبود,siavash
نظاره شد آن لشکر شاه زود,siavash
بگفتند یکسر همه انجمن,siavash
که اینت سرافراز و شمشیرزن,siavash
به آواز گفتند یک با دگر,siavash
که ما را بد آمد ز ایران به سر,siavash
سر سروران اندر آمد به تنگ,siavash
سزد گر بسازیم با شاه جنگ,siavash
سیاوش هیمدون به نخچیر بور,siavash
همی تاخت و افگند در دشت گور,siavash
به غار و به کوه و به هامون بتاخت,siavash
بشمشیر و تیر و بنیزه بیاخت,siavash
به هر جایگه بر یکی توده کرد,siavash
سپه را ز نخچیر آسوده کرد,siavash
وزان جایگه سوی ایوان شاه,siavash
همه شاد دل برگرفتند راه,siavash
سپهبد چه شادان چه بودی دژم,siavash
بجز با سیاوش نبودی به هم,siavash
ز جهن و ز گرسیوز و هرک بود,siavash
به کس راز نگشاد و شادان نبود,siavash
مگر با سیاوش بدی روز و شب,siavash
ازو برگشادی به خنده دو لب,siavash
برین گونه یک سال بگذاشتند,siavash
غم و شادمانی بهم داشتند,siavash
سیاوش یکی روز و پیران بهم,siavash
نشستند و گفتند هر بیش و کم,siavash
بدو گفت پیران کزین بوم و بر,siavash
چنانی که باشد کسی برگذر,siavash
بدین مهربانی که بر تست شاه,siavash
به نام تو خسپد به آرامگاه,siavash
چنان دان که خرم بهارش توی,siavash
نگارش تویی غمگسارش تویی,siavash
بزرگی و فرزند کاووس شاه,siavash
سر از بس هنرها رسیده به ماه,siavash
پدر پیر سر شد تو برنا دلی,siavash
نگر سر ز تاج کیی نگسلی,siavash
به ایران و توران توی شهریار,siavash
ز شاهان یکی پرهنر یادگار,siavash
بنه دل برین بوم و جایی بساز,siavash
چنان چون بود درخور کام و ناز,siavash
نبینمت پیوستهٔ خون کسی,siavash
کجا داردی مهر بر تو بسی,siavash
برادر نداری نه خواهر نه زن,siavash
چو شاخ گلی بر کنار چمن,siavash
یکی زن نگه کن سزاوار خویش,siavash
از ایران منه درد و تیمار پیش,siavash
پس از مرگ کاووس ایران تراست,siavash
همان تاج و تخت دلیران تراست,siavash
پس پردهٔ شهریار جهان,siavash
سه ماهست با زیور اندر نهان,siavash
اگر ماه را دیده بودی سیاه,siavash
از ایشان نه برداشتی چشم ماه,siavash
سه اندر شبستان گرسیوزاند,siavash
که از مام وز باب با پروزاند,siavash
نبیره فریدون و فرزند شاه,siavash
که هم جاه دارند و هم تاج و گاه,siavash
ولیکن ترا آن سزاوارتر,siavash
که از دامن شاه جویی گهر,siavash
پس پردهٔ من چهارند خرد,siavash
چو باید ترا بنده باید شمرد,siavash
ازیشان جریرست مهتر بسال,siavash
که از خوبرویان ندارد همال,siavash
یکی دختری هستی آراسته,siavash
چو ماه درخشنده با خواسته,siavash
نخواهد کسی را که آن رای نیست,siavash
بجز چهر شاهش دلارای نیست,siavash
ز خوبان جریرست انباز تو,siavash
بود روز رخشنده دمساز تو,siavash
اگر رای باشد ترا بنده‌ایست,siavash
به پیش تو اندر پرستنده‌ایست,siavash
سیاوش بدو گفت دارم سپاس,siavash
مرا خود ز فرزند برتر شناس,siavash
گر او باشدم نازش جان و تن,siavash
نخواهم جزو کس ازین انجمن,siavash
سپاسی نهی زین همی بر سرم,siavash
که تا زنده‌ام حق آن نسپرم,siavash
پس آنگاه پیران ز نزدیک اوی,siavash
سوی خانهٔ خویش بنهاد روی,siavash
چو پیران ز پیش سیاوش برفت,siavash
به نزدیک گلشهر تازید تفت,siavash
بدو گفت کار جریره بساز,siavash
به فر سیاووش خسرو به ناز,siavash
چگونه نباشیم امروز شاد,siavash
که داماد باشد نبیره قباد,siavash
بیورد گلشهر دخترش را,siavash
نهاد از بر تارک افسرش را,siavash
به دیبا و دینار و در و درم,siavash
به بوی و به رنگ و به هر بیش و کم,siavash
بیاراست او را چو خرم بهار,siavash
فرستاد در شب بر شهریار,siavash
مراو را بپیوست با شاه نو,siavash
نشاند از بر گاه چون ماه نو,siavash
ندانست کس گنج او را شمار,siavash
ز یاقوت و ز تاج گوهرنگار,siavash
سیاوش چو روی جریره بدید,siavash
خوش آمدش خندید و شادی گزید,siavash
همی بود با او شب و روز شاد,siavash
نیامد ز کاووس و دستانش یاد,siavash
برین نیز چندی بگردید چرخ,siavash
سیاووش را بد ز نیکیش به رخ,siavash
ورا هر زمان پیش افراسیاب,siavash
فرونتر بدی حشمت و جاه و آب,siavash
یکی روز پیران به به روزگار,siavash
سیاووش را گفت کای نامدار,siavash
تو دانی که سالار توران سپاه,siavash
ز اوج فلک برفرازد کلاه,siavash
شب و روز روشن روانش توی,siavash
دل و هوش و توش و توانش توی,siavash
چو با او تو پیوستهٔ خون شوی,siavash
ازین پایه هر دم به افزون شوی,siavash
بباشد امیدش به تو استوار,siavash
که خواهی بدن پیش او پایدار,siavash
اگر چند فرزند من خویش تست,siavash
مرا غم ز بهر کم و بیش تست,siavash
فرنگیس مهتر ز خوبان اوی,siavash
نبینی به گیتی چنان موی و روی,siavash
به بالا ز سرو سهی برترست,siavash
ز مشک سیه بر سرش افسرست,siavash
هنرها و دانش ز اندازه بیش,siavash
خرد را پرستار دارد به پیش,siavash
از افراسیاب ار بخواهی رواست,siavash
چنو بت به کشمیر و کابل کجاست,siavash
شود شاه پرمایه پیوند تو,siavash
درفشان شود فر و اورند تو,siavash
چو فرمان دهی من بگویم بدوی,siavash
بجویم بدین نزد او آبروی,siavash
سیاوش به پیران نگه کرد و گفت,siavash
که فرمان یزدان نشاید نهفت,siavash
اگر آسمانی چنین است رای,siavash
مرا با سپهر روان نیست پای,siavash
اگر من به ایران نخواهم رسید,siavash
نخواهم همی روی کاووس دید,siavash
چو دستان که پروردگار منست,siavash
تهمتن که روشن بهار منست,siavash
چو بهرام و چون زنگهٔ شاوران,siavash
جزین نامدران کنداوران,siavash
چو از روی ایشان بباید برید,siavash
به توران همی جای باید گزید,siavash
پدر باش و این کدخدایی بساز,siavash
مگو این سخن با زمین جز به راز,siavash
اگر بخت باشد مرا نیکخواه,siavash
همانا دهد ره به پیوند شاه,siavash
همی گفت و مژگان پر از آب کرد,siavash
همی برزد اندر میان باد سرد,siavash
بدو گفت پیران که با روزگار,siavash
نسازد خرد یافته کارزار,siavash
نیابی گذر تو ز گردان سپهر,siavash
کزویست آرام و پرخاش و مهر,siavash
به ایران اگر دوستان داشتی,siavash
به یزدان سپردی و بگذاشتی,siavash
نشست و نشانت کنون ایدرست,siavash
سر تخت ایران به دست اندرست,siavash
بگفت این و برخاست از پیش او,siavash
چو آگاه گشت از کم و بیش او,siavash
به شادی بشد تا بدرگاه شاه,siavash
فرود آمد و برگشادند راه,siavash
همی بود بر پیش او یک زمان,siavash
بدو گفت سالار نیکوگمان,siavash
که چندین چه باشی به پیشم به پای,siavash
چه خواهی به گیتی چه آیدت رای,siavash
سپاه و در گنج من پیش تست,siavash
مرا سودمندی کم و بیش تست,siavash
کسی کاو به زندان و بند منست,siavash
گشادنش درد و گزند منست,siavash
ز خشم و ز بند من آزاد گشت,siavash
ز بهر تو پیگار من باد گشت,siavash
ز بسیار و اندک چه باید بخواه,siavash
ز تیغ و ز مهر و ز تخت و کلاه,siavash
خردمند پاسخ چنین داد باز,siavash
که از تو مبادا جهان بی‌نیاز,siavash
مرا خواسته هست و گنج و سپاه,siavash
به بخت تو هم تیغ و هم تاج و گاه,siavash
ز بهر سیاوش پیامی دراز,siavash
رسانم به گوش سپهبد به راز,siavash
مرا گفت با شاه ترکان بگوی,siavash
که من شاد دل گشتم و نامجوی,siavash
بپروردیم چون پدر در کنار,siavash
همه شادی آورد بخت تو بار,siavash
کنون همچنین کدخدایی بساز,siavash
به نیک و بد از تو نیم بی‌نیاز,siavash
پس پردهٔ تو یکی دخترست,siavash
که ایوان و تخت مرا درخورست,siavash
فرنگیس خواند همی مادرش,siavash
شود شاد اگر باشم اندر خورش,siavash
پراندیشه شد جان افراسیاب,siavash
چنین گفت با دیده کرده پرآب,siavash
که من گفته‌ام پیش ازین داستان,siavash
نبودی بران گفته همداستان,siavash
چنین گفت با من یکی هوشمند,siavash
که رایش خرد بود و دانش بلند,siavash
که ای دایهٔ بچهٔ شیرنر,siavash
چه رنجی که جان هم نیاری به بر,siavash
و دیگر که از پیش کندآوران,siavash
ز کار ستاره شمر بخردان,siavash
شمار ستاره به پیش پدر,siavash
همی راندندی همه دربدر,siavash
کزین دو نژاده یکی شهریار,siavash
بیاید بگیرد جهان در کنار,siavash
به توران نماند برو بوم و رست,siavash
کلاه من اندازد از کین نخست,siavash
کنون باورم شد که او این بگفت,siavash
که گردون گردان چه دارد نهفت,siavash
چرا کشت باید درختی به دست,siavash
که بارش بود زهر و برگش کبست,siavash
ز کاووس وز تخم افراسیاب,siavash
چو آتش بود تیز یا موج آب,siavash
ندانم به توران گراید به مهر,siavash
وگر سوی ایران کند پاک چهر,siavash
چرا بر گمان زهر باید چشید,siavash
دم مار خیره نباید گزید,siavash
بدو گفت پیران که ای شهریار,siavash
دلت را بدین کار غمگین مدار,siavash
کسی کز نژاد سیاوش بود,siavash
خردمند و بیدار و خامش بود,siavash
بگفت ستاره‌شمر مگرو ایچ,siavash
خردگیر و کار سیاوش بسیچ,siavash
کزین دو نژاده یکی نامور,siavash
برآرد به خورشید تابنده سر,siavash
بایران و توران بود شهریار,siavash
دو کشور برآساید از کارزار,siavash
وگر زین نشان راز دارد سپهر,siavash
بیفزایدش هم باندیشه مهر,siavash
بخواهد بدن بی‌گمان بودنی,siavash
نکاهد به پرهیز افزودنی,siavash
نگه کن که این کار فرخ بود,siavash
ز بخت آنچ پرسند پاسخ بود,siavash
ز تخم فریدون وز کیقباد,siavash
فروزنده‌تر زین نباشد نژاد,siavash
به پیران چنین گفت پس شهریار,siavash
که رای تو بر بد نیاید به کار,siavash
به فرمان و رای تو کردم سخن,siavash
برو هرچ باید به خوبی بکن,siavash
دو تا گشت پیران و بردش نماز,siavash
بسی آفرین کرد و برگشت باز,siavash
به نزد سیاوش خرامید زود,siavash
برو بر شمرد آن کجا رفته بود,siavash
نشستند شادان دل آن شب بهم,siavash
به باده بشستند جان را ز غم,siavash
چو خورشید از چرخ گردنده سر,siavash
برآورد برسان زرین سپر,siavash
سپهدار پیران میان را ببست,siavash
یکی بارهٔ تیزرو برنشست,siavash
به کاخ سیاووش بنهاد روی,siavash
بسی آفرین خواند بر فر اوی,siavash
بدو گفت کامروز برساز کار,siavash
به مهمانی دختر شهریار,siavash
چو فرمان دهی من سزاوار او,siavash
میان را ببندم پی کار او,siavash
سیاووش را دل پر آزرم بود,siavash
ز پیران رخانش پر از شرم بود,siavash
بدو گفت رو هرچ باید بساز,siavash
تو دانی که از تو مرا نیست راز,siavash
چو بشنید پیران سوی خانه رفت,siavash
دل و جان ببست اندر آن کار تفت,siavash
در خانهٔ جامهٔ نابرید,siavash
به گلشهر بسپرد پیران کلید,siavash
کجا بود کدبانوی پهلوان,siavash
ستوده زنی بود روشن روان,siavash
به گنج اندرون آنچ بد نامدار,siavash
گزیده ز زربفت چینی هزار,siavash
زبرجد طبقها و پیروزه جام,siavash
پر از نافهٔ مشک و پر عود خام,siavash
دو افسر پر از گوهر شاهوار,siavash
دو یاره یکی طوق و دو گوشوار,siavash
ز گستردنیها شتروار شست,siavash
ز زربفت پوشیدینها سه دست,siavash
همه پیکرش سرخ کرده به زر,siavash
برو بافته چند گونه گهر,siavash
ز سیمین و زرین شتربار سی,siavash
طبقها و از جامهٔ پارسی,siavash
یکی تخت زرین و کرسی چهار,siavash
سه نعلین زرین زبرجد نگار,siavash
پرستنده سیصد به زرین کلاه,siavash
ز خویشان نزدیک صد نیک‌خواه,siavash
پرستار با جام زرین دو شست,siavash
گرفته ازان جام هر یک به دست,siavash
همان صد طبق مشک و صد زعفران,siavash
سپردند یکسر به فرمانبران,siavash
به زرین عماری و دیبا و جلیل,siavash
برفتند با خواسته خیل خیل,siavash
بیورد بانو ز بهر نثار,siavash
ز دینار با خویشتن سی‌هزار,siavash
به نزد فرنگیس بردند چیز,siavash
روانشان پر از آفرین بود نیز,siavash
وزان روی پیران و افراسیاب,siavash
ز بهر سیاوش همه پرشتاب,siavash
به یک هفته بر مرغ و ماهی نخفت,siavash
نیمد سر یک تن اندر نهفت,siavash
زمین باغ گشت از کران تا کران,siavash
ز شادی و آوای رامشگران,siavash
به پیوستگی بر گوا ساختند,siavash
چو زین عهد و پیمان بپرداختند,siavash
پیامی فرستاد پیران چو دود,siavash
به گلشهر گفتا فرنگیس زود,siavash
هم امشب به کاخ سیاوش رود,siavash
خردمند و بیدار و خامش رود,siavash
چو بانوی بشنید پیغام اوی,siavash
به سوی فرنگیس بنهاد روی,siavash
زمین را ببوسید گلشهر و گفت,siavash
که خورشید را گشت ناهید جفت,siavash
هم امشب بباید شدن نزد شاه,siavash
بیاراستن گاه او را به ماه,siavash
بیامد فرنگیس چون ماه نو,siavash
به نزدیک آن تاجور شاه نو,siavash
بدین کار بگذشت یک هفته نیز,siavash
سپهبد بیاراست بسیار چیز,siavash
از اسپان تازی و از گوسفند,siavash
همان جوشن و خود و تیغ و کمند,siavash
ز دینار و از بدرهای درم,siavash
ز پوشیدنیها و از بیش و کم,siavash
وزین مرز تا پیش دریای چین,siavash
همی نام بردند شهر و زمین,siavash
به فرسنگ صد بود بالای او,siavash
نشایست پیمود پهنای او,siavash
نوشتند منشور بر پرنیان,siavash
همه پادشاهی به رسم کیان,siavash
به خان سیاوش فرستاد شاه,siavash
یکی تخت زرین و زرین کلاه,siavash
ازان پس بیاراست میدان سور,siavash
هرآنکس که رفتی ز نزدیک و دور,siavash
می و خوان و خوالیگران یافتی,siavash
بخوردی و هرچند برتافتی,siavash
ببردی و رفتی سوی خان خویش,siavash
بدی شاد یک هفته مهمان خویش,siavash
در بسته زندانها برگشاد,siavash
ازو شادمان بخت و او نیز شاد,siavash
به هشتم سیاووش بیامد به گاه,siavash
اباگرد پیران به نزدیک شاه,siavash
گرفتند هر دو برو آفرین,siavash
که‌ای مهتر و شهریار زمین,siavash
همیشه ترا جاودان باد روز,siavash
به شادی و بدخواه را پشت کوز,siavash
وزان جایگه بازگشتند شاد,siavash
بسی از جهاندار کردند یاد,siavash
چنین نیز یک سال گردان سپهر,siavash
همی گشت بیدار بر داد و مهر,siavash
فرستاده آمد ز نزدیک شاه,siavash
به نزد سیاوش یکی نیک‌خواه,siavash
که پرسد همی شاه را شهریار,siavash
همی گوید ای مهتر نامدار,siavash
بود کت ز من دل بگیرد همی,siavash
وزین برنشستن گزیرد همی,siavash
از ایدر ترا داده‌ام تا به چین,siavash
یکی گرد برگرد و بنگر زمین,siavash
به شهری که آرام و رای آیدت,siavash
همان آرزوها بجای آیدت,siavash
به شادی بباش و به نیکی بمان,siavash
ز خوبی مپرداز دل یک زمان,siavash
سیاوش ز گفتار او گشت شاد,siavash
بزد نای و کوس و بنه برنهاد,siavash
سلیح و سپاه و نگین و کلاه,siavash
ببردند زین‌گونه با او به راه,siavash
فراوان عماری بیاراستند,siavash
پس پرده خوبان بپیراستند,siavash
فرنگیس را در عماری نشاند,siavash
بنه برنهاد و سپه را براند,siavash
ازو بازنگسست پیران گرد,siavash
بنه برنهاد و سپه را ببرد,siavash
به شادی برفتند سوی ختن,siavash
همه نامداران شدند انجمن,siavash
که سالار پیران ازان شهر بود,siavash
که از بدگمانیش بی‌بهر بود,siavash
همی بود یکماه مهمان او,siavash
بران سر چنین بود پیمان او,siavash
ز خوردن نیاسود یک روز شاه,siavash
گهی رود و می گاه نخچیرگاه,siavash
سر ماه برخاست آوای کوس,siavash
برانگه که خیزد خروش خروس,siavash
بیامد سوی پادشاهی خویش,siavash
سپاه از پس پشت و پیران ز پیش,siavash
بران مرز و بوم اندر آگه شدند,siavash
بزرگان به راه شهنشه شدند,siavash
به شادی دل از جای برخاستند,siavash
جهانی به آیین بیاراستند,siavash
ازان پادشاهی خروشی بخاست,siavash
تو گفتی زمین گشت با چرخ راست,siavash
ز بس رامش و نالهٔ کرنای,siavash
تو گفتی بجنبد همی دل ز جای,siavash
بجایی رسیدند کاباد بود,siavash
یکی خوب فرخنده بنیاد بود,siavash
به یک روی دریا و یک روی کوه,siavash
برو بر ز نخچیر گشته گروه,siavash
درختان بسیار و آب روان,siavash
همی شد دل سالخورده جوان,siavash
سیاوش به پیران سخن برگشاد,siavash
که اینت بر و بوم فرخ نهاد,siavash
بسازم من ایدر یکی خوب جای,siavash
که باشد به شادی مرا رهنمای,siavash
برآرم یکی شارستان فراخ,siavash
فراوان کنم اندرو باغ و کاخ,siavash
نشستن‌گهی برفرازم به ماه,siavash
چنان چون بود در خور تاج و گاه,siavash
بدو گفت پیران که ای خوب رای,siavash
بران رو که اندیشه آرد بجای,siavash
چو فرمان دهد من بران سان که خواست,siavash
برآرم یکی جای تا ماه راست,siavash
نخواهم که باشد مرا بوم و گنج,siavash
زمان و زمین از تو دارم سپنج,siavash
یکی شارستان سازم ایدر فراخ,siavash
فراوان بدو اندر ایوان و کاخ,siavash
سیاوش بدو گفت کای بختیار,siavash
درخت بزرگی تو آری به بار,siavash
مرا گنج و خوبی همه زان تست,siavash
به هر جای رنج تو بینم نخست,siavash
یکی شهر سازم بدین جای من,siavash
که خیره بماند دل انجمن,siavash
ازان بوم خرم چو گشتند باز,siavash
سیاوش همی بود با دل به راز,siavash
از اخترشناسان بپرسید شاه,siavash
که گر سازم ایدر یکی جایگاه,siavash
ازو فر و بختم به سامان بود,siavash
وگرکار با جنگ سازان بود,siavash
بگفتند یکسر به شاه گزین,siavash
که بس نیست فرخنده بنیاد این,siavash
از اخترشناسان برآورد خشم,siavash
دلش گشت پردرد و پرآب چشم,siavash
کجا گفته بودند با او ز پیش,siavash
که چون بگذرد چرخ بر کار خویش,siavash
سرانجام چون گرددت روزگار,siavash
به زشتی شود بخت آموزگار,siavash
عنان تگاور همی داشت نرم,siavash
همی ریخت از دیدگان آب گرم,siavash
بدو گفت پیران که ای شهریار,siavash
چه بودت که گشتی چنین سوگوار,siavash
چنین داد پاسخ که چرخ بلند,siavash
دلم کرد پردرد و جانم نژند,siavash
که هر چند گرد آورم خواسته,siavash
هم از گنج و هم تاج آراسته,siavash
به فرجام یکسر به دشمن رسد,siavash
بدی بد بود مرگ بر تن رسد,siavash
کجا آن حکیمان و دانندگان,siavash
همان رنج‌بردار خوانندگان,siavash
کجا آن سر تاج شاهنشهان,siavash
کجا آن دلاور گرامی مهان,siavash
کجا آن بتان پر از ناز و شرم,siavash
سخن گفتن خوب و آوای نرم,siavash
کجا آنک بر کوه بودش کنام,siavash
رمیده ز آرام وز کام و نام,siavash
چو گیتی تهی ماند از راستان,siavash
تو ایدر ببودن مزن داستان,siavash
ز خاکیم و باید شدن زیر خاک,siavash
همه جای ترسست و تیمار و باک,siavash
تو رفتی و گیتی بماند دراز,siavash
کسی آشکارا نداند ز راز,siavash
جهان سر به سر عبرت و حکمت‌ست,siavash
چرا زو همه بهر من غفلت‌ست,siavash
چو شد سال برشست و شش چاره جوی,siavash
ز بیشی و از رنج برتاب روی,siavash
تو چنگ فزونی زدی بر جهان,siavash
گذشتند بر تو بسی همرهان,siavash
چو زان نامداران جهان شد تهی,siavash
تو تاج فزونی چرا برنهی,siavash
نباشی بدین گفته همداستان,siavash
یکی شو بخوان نامهٔ باستان,siavash
کزیشان جهان یکسر آباد بود,siavash
بدانگه که اندر جهان داد بود,siavash
ز من بشنو از گنگ دژ داستان,siavash
بدین داستان باش همداستان,siavash
که چون گنگ دژ در جهان جای نیست,siavash
بدان سان زمینی دلارای نیست,siavash
که آن را سیاوش برآورده بود,siavash
بسی اندرو رنجها برده بود,siavash
به یک ماه زان روی دریای چین,siavash
که بی‌نام بود آن زمان و زمین,siavash
بیابان بیاید چو دریا گذشت,siavash
ببینی یکی پهن بی‌آب دشت,siavash
کزین بگذری بینی آباد شهر,siavash
کزان شهرها بر توان داشت بهر,siavash
ازان پس یکی کوه بینی بلند,siavash
که بالای او برتر از چون و چند,siavash
مرین کوه را گنگ دژ در میان,siavash
بدان کت ز دانش نیاید زیان,siavash
چو فرسنگ صد گرد بر گرد کوه,siavash
ز بالای او چشم گردد ستوه,siavash
ز هر سو که پویی بدو راه نیست,siavash
همه گرد بر گرد او در یکیست,siavash
بدین کوه بینی دو فرسنگ تنگ,siavash
ازین روی و زان روی دیوار سنگ,siavash
بدین چند فرسنگ اگر پنج مرد,siavash
بباشد به راه از پی کارکرد,siavash
نیابد بریشان گذر صد هزار,siavash
زره‌دار و بر گستوان ور سوار,siavash
چو زین بگذری شهر بینی فراخ,siavash
همه گلشن و باغ و ایوان و کاخ,siavash
همه شهر گرمابه و رود و جوی,siavash
به هر برزنی آتش و رنگ و بوی,siavash
همه کوه نخچیر و آهو به دشت,siavash
چو این شهر بینی نشاید گذشت,siavash
تذروان و طاووس و کبک دری,siavash
بیابی چو از کوهها بگذری,siavash
نه گرماش گرم و نه سرماش سرد,siavash
همه جای شادی و آرام و خورد,siavash
نبینی بدان شهر بیمار کس,siavash
یکی بوستان بهشتست و بس,siavash
همه آبها روشن و خوشگوار,siavash
همیشه بر و بوم او چون بهار,siavash
درازی و پهناش سی بار سی,siavash
بود گر بپیمایدش پارسی,siavash
یک و نیم فرسنگ بالای کوه,siavash
که از رفتنش مرد گردد ستوه,siavash
وزان روی هامونی آید پدید,siavash
کزان خوبتر جایها کس ندید,siavash
همه گلشن و باغ و ایوان بود,siavash
کش ایوانها سر به کیوان بود,siavash
بشد پور کاووس و آنجای دید,siavash
مر آن را ز ایران همی برگزید,siavash
تن خویش را نامبردار کرد,siavash
فزونی یکی نیز دیوار کرد,siavash
ز سنگ و ز گچ بود و چندی رخام,siavash
وزان جوهری کش ندانیم نام,siavash
دو صد رش فزونست بالای اوی,siavash
همان سی و پنچ‌ست پهنای اوی,siavash
که آن را کسی تا نبیند به چشم,siavash
تو گویی ز گوینده گیرند خشم,siavash
نیاید برو منجنیق و نه تیر,siavash
بباید ترا دیدن آن ناگزیر,siavash
ز تیغش دو فرسنگ تا بوم خاک,siavash
همه گرد بر گرد خاکش مغاک,siavash
نبیند ز بن دیده بر تیغ کوه,siavash
هم از بر شدن مرد گردد ستوه,siavash
بدان آفرین کان چنان آفرید,siavash
ابا آشکارا نهان آفرید,siavash
نبایست یار و نه آموزگار,siavash
برو بر همه کار دشوار خوار,siavash
جز او را مخوان کردگار جهان,siavash
جز او را مدان آشکار و نهان,siavash
به پیغمبرش بر کنیم آفرین,siavash
بیارانش بر هر یکی همچنین,siavash
مرا فر نیکی‌دهش یار بود,siavash
خردمندی و بخت بیدار بود,siavash
برین سان یکی شارستان ساختند,siavash
سرش را به پروین پرداختند,siavash
کنون اندرین هم به کار آوریم,siavash
بدو در فراوان نگار آوریم,siavash
چه بندی دل اندر سرای سپنج,siavash
چه یازی به رنج و چه نازی به گنج,siavash
که از رنج دیگر کسی برخورد,siavash
جهانجوی دشمن چرا پرورد,siavash
چو خرم شود جای آراسته,siavash
پدید آید از هر سوی خواسته,siavash
نباشد مرا بودن ایدر بسی,siavash
نشیند برین جای دیگر کسی,siavash
